Compounds.ID	Name	Tags	Formula	RT_min	Calc_MW
c548			C20 H30 N4 O8	3.612	454.20542
c3204			C30 H47 N5 O15	4.062	717.30522
c1710			C20 H34 N4 O7	4.852	442.24208
c1398			C17 H29 N3 O5	7.037	355.21019
c1187				8.42	1148.62003
c1416			C89 H113 N10 O15 P	9.111	1592.81314
c1545			C16 H27 N3 O3	5.027	309.20444
c4610	Dapoxetine		C21 H23 N O	3.325	305.17308
c3613			C16 H31 N O2	10.848	269.23526
c1984	glu-pro		C10 H16 N2 O5	5.554	244.10543
c2269				6.403	1956.95761
c3387			C21 H36 N7 O2 P S	1.094	481.24032
c941			C22 H46 N3 O9 P	4.421	527.29477
c1907			C37 H71 N2 O15 P S	5.721	846.43083
c1065			C52 H72 N O9 P	6.071	885.49539
c227			C21 H38 N O6 P	13.168	431.24226
c2825			C16 H29 N3 O4 S	4.1	359.18665
c1813				6.964	363.7003
c135			C19 H32 O8 P2	11.9	450.15684
c203	N-(5-acetamidopentyl)acetamide		C9 H18 N2 O2	0.794	208.12056
c1899	Daidzein		C15 H10 O4	8.239	254.05739
c4752			C21 H54 N8 O8 P2	4.01	608.3522
c1139			C42 H71 N5 O15	5.375	885.49472
c4162			C55 H69 O10 P	7.622	920.46264
c3315				6.53	754.46225
c2910			C35 H60 N9 O6 P3	4.311	795.38877
c700	2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid		C14 H20 N2 O3	3.799	264.14708
c4126			C12 H36 N10 O3 S	5.2	400.26806
c1327				6.239	1502.66372
c4319	"(7Z,19R,25S)-22,25,28,28-Tetrahydroxy-22,28-dioxido-16-oxo-17,21,23,27-tetraoxa-22lambda~5~,28lambda~5~-diphosphaoctacos-7-en-19-yl (5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoate"		C42 H74 O13 P2	5.292	848.46256
c2447				4.176	316.15987
c1812			C30 H61 N2 O16 P	5.826	736.37522
c1677			C20 H36 N4 O5	4.38	412.26789
c1291			C58 H95 N2 O18 P S	7.62	1170.60479
c4414				6.357	2296.02908
c860			C32 H61 N10 O4 P3	5.902	742.41272
c4728				7.756	1214.6063
c1834				4.096	442.27828
c2533				4.098	486.24254
c820	Chrysopiperazine A		C20 H27 N3 O5	7.764	389.19535
c202			C28 H34 N4 O6	6.44	522.2478
c1200			C8 H18 N3 O3 P	0.791	235.10821
c2484			C27 H58 N10 O10 P2	4.42	744.37957
c406			C22 H33 N2 O2 P S	4.266	420.19964
c2111			C33 H58 N4 O14 S2	3.826	798.33889
c4054			C78 H92 N4 O4 S2	8.07	1212.65566
c1847				4.183	966.49576
c915			C20 H36 N4 O6	3.759	428.26274
c3007			C35 H65 N5 O14	4.748	779.45385
c3573			C20 H39 N O9	4.283	437.2632
c2497			C30 H60 N5 O9 P	6.903	665.4106
c770	Not named		C11 H20 N2 O2	6.162	212.15211
c1792			C28 H68 N10 O9 P2 S	6.792	782.43522
c1148			C36 H64 N5 O2 P3 S	5.826	723.39516
c58			C28 H43 N5 O6 S	4.515	577.2918
c2057			C55 H70 N10 O S2	4.86	950.51786
c2059			C31 H57 N3 O14	6.275	695.3828
c2200				0.791	708.37825
c4276	"(2R)-1-[(Hydroxy{[(1S,5R)-2,3,4,6-tetrahydroxy-5-(phosphonooxy)cyclohexyl]oxy}phosphoryl)oxy]-3-(palmitoyloxy)-2-propanyl (9Z)-9-octadecenoate"		C43 H82 O16 P2	6.556	916.50437
c3189			C23 H43 N2 O6 P S	6.901	506.25627
c1388			C28 H53 N3 O13	5.862	639.35859
c259			C38 H57 N3 O6 P2 S	4.553	745.34525
c2094				9.615	1971.10761
c2936			C50 H87 N7 O11 P2 S2	8.716	1087.53865
c3714				5.877	864.47501
c1914			C23 H60 N9 O7 P3	6.178	667.37991
c812			C13 H29 N8 O4 P	5.682	392.20553
c2374			C68 H110 N7 O12 P3 S	5.542	1341.71514
c891			C55 H88 N9 O9 P3	7.365	1111.59209
c888	Not named		C25 H38 N4 O6	5.086	490.27823
c1966	Eprosartan		C23 H24 N2 O4 S	13.205	424.14079
c2795			C18 H36 N6 O4	3.32	400.2789
c4280				5.977	2654.19945
c1408				6.999	686.34739
c4845	PA-46101 B		C61 H86 O22	3.717	1170.55686
c480			C28 H43 N5 O8	5.763	577.31081
c3867				5.653	758.42063
c518				8.979	500.77935
c1588				8.262	410.71568
c2799			C27 H59 N4 O10 P3	6.981	692.34515
c3828			C25 H55 N7 O13 P2	5.412	723.33426
c300			C20 H28 N10 O5	4.477	488.22625
c3171			C17 H25 N3 O4	4.51	335.18377
c1821	Cladosporiumin H		C14 H23 N O5	4.508	285.15771
c3444				9.595	1972.11181
c1759	"1,3-Diphenylacetone"		C15 H14 O	2.547	454.25317
c123			C19 H34 N4 O5	4.564	398.25216
c1935			C25 H53 N3 O7 P2 S	7.534	601.31007
c3011				7.544	1202.61972
c1589	"8,9-dihydrolactimidomycin"		C26 H37 N O6	13.331	459.26079
c392			C22 H38 N4 O6	5.542	454.27825
c21			C24 H43 N5 O8 S	5.439	561.28204
c1280			C30 H58 N5 O P3	2.606	597.38406
c4057			C43 H81 N4 O6 P S4	6.054	908.478
c2550			C20 H38 N9 O5 P S	6.489	547.2462
c1604			C87 H132 N9 O6 P3 S3	7.123	1587.86714
c3392			C40 H81 O16 P3	6.255	910.47406
c4517				8.598	1086.53892
c530			C18 H33 N3 O4	6.984	355.24645
c435			C20 H33 N5 O6	5.866	439.24255
c636	Trans-6-hydroxymethyl-3-methyl-7-oxo-undecan-4-olide		C14 H24 O4	10.664	256.16714
c3456			C31 H70 N9 O8 P3	4.642	789.45715
c617			C45 H92 N5 O18 P	6.793	1021.61667
c3327	Stenothricin D		C49 H85 N11 O17 S	3.796	1131.58413
c1108				4.332	1168.63146
c310			C18 H31 N5 O6	2.838	413.22646
c540				4.689	626.39985
c4674			C24 H44 N6 O2	17.17	448.35244
c3292			C19 H37 N4 O9 P	4.651	496.22799
c4205			C14 H28 N6 O5 P2	5.595	422.16155
c1546			C25 H45 N	16.617	359.35428
c4873				5.537	727.39366
c118			C23 H36 N6 O8	4.214	524.2588
c1915			C29 H50 N2 O14	5.869	650.32701
c2107				4.215	991.50687
c4519			C29 H50 N2 O4 P2	4.559	552.3264
c2412				4.261	832.41672
c472	Boydine B		C31 H38 N2 O7 S2	6.908	614.21086
c1654			C52 H74 N2 O8 S	5.173	886.51739
c2832			C39 H83 N4 O11 P3 S	5.178	908.49922
c335			C40 H66 N3 O8 P3	3.616	809.40599
c4435	val-arg		C11 H23 N5 O3	2.979	273.17914
c1925			C35 H44 N6 O8	6.459	676.32029
c640	Bis(methylbenzylidene)sorbitol		C22 H26 O6	12.606	386.17277
c2822			C26 H62 N9 O6 P3	3.414	689.40493
c426			C25 H36 N4 O5	8.256	472.26775
c59	Koreenceine A	C	C14 H25 N	10.523	207.19853
c400			C26 H54 N3 O7 P	8.067	551.36891
c479			C15 H24 N4 O4	5.408	324.17893
c137			C31 H40 N10 O4	6.288	616.32098
c3941				4.167	868.43259
c2857			C35 H51 N7 O8 S	5.194	729.35102
c4076			C48 H87 N7 O16	7.646	1017.62094
c937			C59 H102 N10 O14 P2	6.225	1236.70564
c1674			C28 H57 N5 O11	3.62	639.40557
c2731			C33 H60 N5 O3 P S	3.621	637.41524
c2555			C30 H71 N7 O16 P2	6.545	847.4432
c1134	Barnesin A		C25 H37 N5 O5	6.241	487.27859
c4504				9.611	1972.11637
c2263			C71 H86 N6 O11	7.807	1198.63582
c932	Didecyldimethylammonium		C22 H47 N	15.893	325.37021
c4	[Similar to: 2-hydroxy-6-[4-hydroxy-2-methoxy-6-(methoxycarbonyl)phenoxy]-4-methylbenzoic acid; ?Mass: 38.1001 Da]		C19 H31 O6 P	13.164	386.1846
c1150			C36 H57 N3 O13	6.997	739.38986
c1894				4.173	632.32034
c4563			C25 H45 N O3 P2	5.911	469.28974
c545				4.48	976.45238
c942				5.247	1034.51206
c317			C38 H63 N8 O3 P3	5.594	772.42182
c389			C44 H80 N8 O12 S2	5.908	976.53355
c3551			C31 H59 N9 O5 P2 S	4	731.38468
c1811			C30 H69 N8 O14 P	7.232	796.46914
c452			C21 H36 N4 O5	5.285	424.26796
c2657			C41 H86 O18 P2 S	3.719	960.5011
c1756			C29 H51 N4 O3 P S	4.277	566.34161
c194			C30 H53 N9 O8 P2	4.905	729.35174
c466			C32 H59 N3 O14	6.093	709.40036
c3948			C70 H98 N8 O13	5.53	1258.72605
c1671			C36 H51 N7 O6	8.869	677.39149
c1275			C47 H62 N10 O13	7.724	974.4498
c1531			C38 H57 N3 O6 P2	6.079	713.37391
c439				9.519	2086.15196
c1278	Santacruzamate A		C15 H22 N2 O3	4.56	278.16257
c2826			C36 H45 N3 O13	4.192	727.29528
c2220			C25 H54 N7 O12 P	6.063	675.35609
c2937	IPH		C17 H27 N5 O4	3.097	365.20523
c4189				4.948	750.3649
c1695			C49 H77 N7 O11 P2	5.796	1001.51414
c3593			C30 H62 N10 O12 S	6.604	786.42707
c3975				3.173	636.31847
c2464				5.869	864.47405
c4767				6.47	1352.6406
c2917				5.512	685.41441
c1933			C22 H4 N10 O16 P2 S	6.996	757.90092
c228			C39 H50 N6 O9	8.969	746.3632
c2520			C25 H45 N5 O7	4.549	527.33096
c2594			C44 H62 N8 O10 S	7.368	894.43164
c4432			C6 H17 N9 O4	4.396	279.14128
c3590	N-[2-(4-hydroxyphenyl)-2-oxoethyl]-3-methylbutanamide		C13 H17 N O3	8.037	235.12083
c7			C54 H89 N7 O18	8.292	1123.62659
c993			C25 H55 N4 O7 P	4.496	554.37804
c2336			C16 H17 N8 O4 P	5.23	416.11045
c139				6.557	278.6604
c3658			C22 H57 N10 O10 P	6.154	652.39757
c3764			C29 H42 N9 O6 P	5.919	643.29665
c1363	Santacruzamate A		C15 H22 N2 O3	4.553	278.1625
c2287			C33 H57 N6 O12 P	3.976	760.37495
c2431	3-Piperidino-4H-chromen-4-one		C14 H15 N O2	6.298	229.10591
c4835			C26 H56 N10 O2 P2 S	4.714	634.38007
c1223			C23 H38 N6 O5	3.092	478.28914
c4137			C17 H38 Cl N9 S2	4.37	467.23747
c2304			C31 H57 N3 O13	5.247	679.38898
c834			C20 H30 N4 O4	2.795	390.22583
c4240			C14 H35 N10 O5 P S	2.343	486.22544
c1311			C18 H28 N10 O3	4.687	432.23632
c3704			C24 H51 N3 O8 P2 S	8.017	603.29058
c2271			C14 H25 N O4	4.078	271.17755
c3262			C38 H76 N5 O9 P3	4.689	839.48619
c1138			C40 H63 N9 O5 P2	5.784	811.44344
c42			C33 H54 N8 O12	5.834	754.38521
c416				6.556	2083.99354
c60			C14 H27 N O3 S	8.133	289.17109
c702			C14 H29 N O4 S	7.757	307.18169
c2933			C27 H53 N9 O11	4.422	679.38943
c269			C20 H33 N5 O6	5.408	439.24212
c1261			C22 H51 N6 O4 P3	5.005	556.32064
c1458			C22 H41 N4 O9 P	5.867	536.25895
c1366			C20 H43 N8 O10 P	3.024	586.28349
c3952			C70 H99 N10 O17 P S	7.938	1414.6629
c150			C29 H42 N6 O8	3.724	602.30526
c1541			C28 H55 N9 O10	6.594	677.41016
c2383			C9 H17 N5 O2	0.786	227.13765
c395			C15 H27 N3 O4	4.69	313.19986
c3541			C39 H72 N3 O12 P3	4.885	867.43248
c504			C45 H67 N9 O12	7.175	925.48983
c3650				4.053	1607.74801
c1089	Desthiobiotin		C10 H18 N2 O3	5.192	214.13124
c506			C25 H42 N7 O4 P	8.033	535.30132
c163			C27 H40 N8 O6	4.398	572.30612
c1651			C19 H29 N3 O5	4.209	379.20993
c790			C65 H103 N6 O15 P3 S	6.927	1332.64109
c1810			C21 H31 N3 O4	8.727	389.23198
c1322			C23 H44 N4 O5	7.195	456.33089
c308			C25 H43 N5 O7	4.975	525.31595
c669			C18 H27 N3 O5	4.824	365.19453
c2449	(3S)-3-{(Z)-[(3S)-3-{(Z)-[(3R)-3-Amino-1-hydroxy-4-methylpentylidene]amino}-1-hydroxybutylidene]amino}-5-methylhexanoic acid		C17 H33 N3 O4	5.901	343.24677
c2093			C12 H33 N8 O4 P S	4.261	416.20827
c3891			C53 H96 N3 O17 P3	9.195	1139.59561
c1532			C13 H30 N9 O6 P	5.869	439.20665
c643			C18 H39 N9 O7	1.034	493.29943
c2873			C17 H46 N9 O4 P	5.193	471.34142
c4254				5.92	1929.89311
c2474			C27 H66 N9 O15 P	5.648	787.44089
c4463			C71 H101 N10 O11 P	8.12	1300.73886
c1466			C17 H42 N9 O5 P	5.417	483.30462
c2340			C18 H46 N9 P S2	5.417	483.30447
c3533			C27 H49 N3 O9	6.523	559.34672
c2874			C32 H53 N4 O9 P	7.502	668.35273
c1236			C62 H104 N4 O16 P2	6.056	1222.69146
c4786			C32 H63 N10 O5 P3	4.715	760.42239
c3513	Malyngamide I		C26 H42 Cl N O5	7.665	483.27623
c1030			C24 H45 N10 O P3 S	3.116	614.27176
c1762			C44 H61 N3 O3	19.368	679.47189
c580			C12 H31 N7 O2 P2	8.062	367.20058
c2700			C15 H29 N O2	9.149	255.21947
c3192	Imazapyr		C13 H15 N3 O3	3.158	261.11075
c373				7.632	1373.65145
c2135			C38 H69 N2 O7 P S	3.997	728.45355
c1156			C18 H28 N10 O3	4.849	432.235
c4693	4'-methyl Acetyl fentanyl-d5		C22 H23 [2]H5 N2 O	8.709	341.25768
c3700			C42 H73 N4 O12 P S	3.287	888.46866
c4513				4.646	484.30865
c1005			C21 H46 N3 O7 P	4.674	483.3052
c1324			C60 H110 N9 O14 P S3	6.403	1307.70682
c653			C79 H125 N8 O17 P3	8.555	1550.83363
c2163			C35 H71 N10 O17 P	3.014	934.47505
c1519				6.983	1376.63355
c590			C21 H32 N8 O2 S	5.587	460.23532
c2672				8.199	750.43151
c851			C43 H85 N2 O16 P3	3.722	978.51148
c1321				4.673	864.47293
c2139			C24 H36 N3 O3 P S	3.134	477.22109
c3073	N-(4-hydroxyphenethyl)-2-(1H-indol-3-yl)acetamide		C18 H18 N2 O2	8.615	294.13677
c4351			C80 H120 N O18 P3	6.348	1475.77181
c1724			C31 H48 N5 P3	5.428	583.30947
c3246	"N-(1,3-benzodioxol-5-ylmethyl)-N'-[4-(benzyloxy)phenyl]urea"		C22 H20 N2 O4	4.522	376.13731
c340			C15 H30 N10 O3 S	4.961	430.22436
c16				8.289	561.81354
c727	"3-hydroxy-6-[(4E)-3-hydroxy-2,4-dimethylhept-4-enamido]-2,4-dimethyl-5-oxohexanoic acid"		C17 H29 N O6	9.482	325.18705
c3601	Curvularide A		C18 H35 N O5	10.383	345.25132
c3548			C41 H73 N5 O6 P2	4.573	793.50506
c1562			C32 H59 N3 O13	6.688	693.40546
c485			C27 H59 N6 O4 P3 S	5.573	656.35545
c867				4.692	864.47218
c2388			C57 H88 N5 O13 P	4.571	1081.61192
c2254			C9 H22 N9 O2 P	0.806	319.16374
c2291				0.789	454.2754
c3297			C49 H60 N5 O5 P	6.085	829.43294
c1215			C15 H25 N3 O6	6.996	343.17377
c606			C74 H108 N9 O11 P3	15.116	1391.73849
c3622			C17 H34 N3 O4 P S2	6.756	439.17391
c3914				4.055	1748.93056
c2456			C13 H35 N8 O5 P	3.1	414.24656
c3515			C78 H114 N3 O15 P S2	9.082	1427.74405
c55			C10 H25 N9 O4	8.252	335.20228
c2096			C49 H75 N2 O9 P	4.605	866.52161
c2554			C16 H41 N8 O4 P S	6.083	472.2716
c1601			C12 H23 N5 O2	2.789	269.18446
c847	MFCD00020424		C18 H20 N2 O3	5.752	312.14725
c3136	Terretrione D		C16 H20 N2 O3	6.151	288.14686
c4461			C32 H33 P	4.618	448.2307
c1940			C36 H61 N3 O12	7.613	727.42523
c3496	KS-502		C34 H48 O12	4.643	648.31433
c1362			C23 H41 N5 O6	5.373	483.30457
c1207	Not named		C9 H15 N3 O4	5.542	229.10575
c397			C24 H43 N5 O8 S	5.306	561.28231
c4899			C30 H58 N O6 P3	5.869	621.34671
c4390			C16 H31 N3 O4 S	4.194	361.20253
c73	Cyclo-(L-Pro-L-Met)		C10 H16 N2 O2 S	4.062	228.09268
c3253			C22 H39 N5 O4	4.497	437.29941
c1922			C20 H45 N2 O7 P S	5.908	488.26675
c4650			C35 H77 N8 O10 P	8.352	800.551
c285	Glulisine A		C11 H19 N3 O2	0.79	225.14703
c178			C45 H81 N7 O18	6.685	1007.56416
c211				6.788	424.71876
c1624			C17 H34 N3 O8 P	7.405	439.20915
c1612			C24 H39 N5 O7	7.545	509.28536
c4853			C12 H28 N7 O4 P	3.491	365.19411
c1056			C16 H31 N3 O4	4.383	329.23082
c4444			C29 H63 N7 O14 P2	4.758	795.39243
c37			C35 H51 N7 O8 S	6.242	729.35068
c4129			C25 H51 O13 P	6.369	590.30546
c1937				5.796	489.76703
c4562			C40 H35 N5 O2	5.889	617.27999
c966			C7 H23 N7 O7	5.217	317.16568
c80			C33 H49 N3 O5 P2	4.2	629.31613
c1866			C20 H30 N6 S	8.746	386.2236
c2970			C10 H24 N10 O6	3.976	380.18761
c4573			C16 H30 N4 O5	2.453	358.22089
c4620			C19 H49 N9 O8 P2	5.614	593.31635
c2564	Gln-Leu-Val-Pro		C21 H37 N5 O6	3.757	455.27357
c386			C18 H35 N8 O5 P	4.465	474.24694
c2035				6.935	1333.64468
c1294				5.873	1504.73923
c4609	Leucylproline		C11 H20 N2 O3	2.712	456.29386
c4712	Leucylproline		C11 H20 N2 O3	2.7	228.14696
c705	Streptcytosine M		C16 H23 N3 O4	3.226	321.16818
c2581			C25 H32 N6 O8	3.346	544.22691
c4004			C31 H68 N9 O12 P	6.519	789.47404
c4849				7.518	1514.80344
c246			C28 H37 N9 O3	4.973	547.29972
c614			C19 H33 N5 O6	2.681	427.24256
c3329			C14 H25 N3 O5	1.823	315.17876
c1424				7.295	527.77608
c342				9.125	831.70345
c5			C51 H103 N5 O16 P2 S	6.131	1135.6593
c1898				5.363	816.47264
c2786			C7 H23 N9 O5	4.024	313.18181
c144	(Z)-N-{(2R)-1-Hydroxy-2-[(Z)-{(2S)-1-hydroxy-2-[(Z)-{hydroxy[(2R)-1-(D-tyrosyl)-2-pyrrolidinyl]methylene}amino]-3-phenylpropylidene}amino]-3-methylbutylidene}-L-alpha-glutamyl-L-proline		C38 H50 N6 O10	6.793	750.35781
c18			C37 H60 N5 O3 P3 S	4.905	747.36192
c2717	"N-(2-Methoxyethyl)-3-{5-[(2S)-1-methyl-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-2-pyridinamine"		C15 H21 N5 O2	2.645	909.50713
c450			C31 H58 N4 O15	5.453	726.38924
c4527			C43 H58 N5 O6 P	7.726	771.41567
c874			C9 H30 N10 O3 S	3.292	358.22061
c3661			C45 H100 N7 O14 P3 S	7.213	1087.62623
c2278			C82 H134 N5 O18 P3 S2	9.07	1633.83811
c282			C28 H46 N2 O11 S	5.375	618.28221
c3314			C23 H48 Br N3 O S	6.301	493.27038
c1124			C26 H50 N7 O4 P3	8.244	617.31662
c1140			C43 H58 N8 O12	7.407	878.41758
c1105			C61 H72 N5 O5 P	8.496	985.52696
c1452			C19 H34 N4 O5	3.866	398.25229
c1490			C19 H36 N4 O6	3.859	416.26246
c4462				4.038	662.4202
c2836			C26 H44 N3 O8 P	8.367	557.28457
c3586			C27 H37 N5 O2 S	6.291	495.26879
c1497			C35 H58 N5 O6 P3	5.83	737.35882
c2479				7.315	438.71663
c1131			C30 H48 N2 O7 P2	6.391	610.29582
c4437				6.785	990.49619
c3150			C17 H33 N7 O7	1.036	447.24463
c25				4.904	373.68096
c2883				6.903	1996.23043
c106	"N-[(5aR,6aS,7S,9Z,10aS)-9-[Amino(hydroxy)methylene]-4,7-bis(dimethylamino)-1,10a,12-trihydroxy-8,10,11-trioxo-5,5a,6,6a,7,8,9,10,10a,11-decahydrotetracen-2-yl]-N~2~-tert-butylglycinamide"		C29 H39 N5 O8	3.723	585.27852
c496			C78 H102 N7 O8 P3 S	7.637	1389.67351
c508			C49 H77 N9 O11	9.295	967.57538
c3372			C18 H37 N2 O7 P	5.289	424.23147
c1435			C17 H26 N7 O4 P	8.319	423.17861
c1828				10.022	2070.17608
c1209			C23 H57 N9 O7 P2	5.027	633.38411
c600			C19 H37 N10 O6 P	5.456	532.26362
c4123	Anabaenopeptin C		C41 H60 N8 O9	9.476	808.44969
c2324			C24 H50 N8 O8 P2	5.554	640.32083
c499			C21 H43 N4 O6 P	4.62	478.28987
c1019			C18 H31 N8 O4 P S	6.241	486.19285
c2741				3.276	1134.59376
c2128			C46 H76 N2 O12 P2	4.76	910.48702
c151			C23 H41 N5 O6	4.981	483.30454
c1226				3.537	426.21129
c3379				5.312	311.68141
c1230	Plusbacin A4		C50 H83 N11 O20	7.512	1157.57712
c483			C21 H39 N5 O5	3.609	441.29441
c1315				5.458	1151.69004
c4902			C66 H123 Cl N O15 P3 S3	14.942	1393.6959
c719			C53 H92 N5 O12 P3	7.853	1083.59661
c731			C25 H55 N9 O7 P2	3.266	655.37135
c1326				6.675	1996.96259
c1538			C5 H4 N2 O13 P2	0.719	361.9179
c612			C34 H58 N8 O9	5.764	722.43217
c3380			C39 H88 N10 O15 P2	6.417	998.59083
c2277			C22 H46 N3 O9 P	3.913	527.29501
c4084				6.16	576.29392
c2241				10.019	2071.1812
c3620				6.984	1850.9802
c721			C29 H46 N4 O6 P2	0.796	608.28975
c1474			C24 H43 N5 O7	4.287	513.31515
c261			C43 H66 N8 O10	7.896	854.48963
c2087			C19 H46 N7 O9 P	5.529	547.31139
c4732			C70 H102 N O18 P3	8.414	1337.63063
c333			C53 H86 N3 O9 P3	8.983	1001.55762
c12			C35 H54 N6 O7	8.257	670.40403
c777			C36 H69 N7 O13	4.147	807.49486
c2208			C10 H29 N6 O6 P	4.551	360.18718
c3817			C48 H77 N5 O8 P2 S	7.876	945.49612
c3562			C50 H78 N7 O6 P3	8.808	965.52315
c1012	Blastmycetin C		C17 H23 N3 O4	4.202	333.168
c3349	NAc		C17 H18 N2 O2	6.227	282.13628
c1969				4.851	884.48388
c690			C71 H93 N10 O16 P	7.461	1372.65138
c33	(Z)-N-{(2S)-1-Hydroxy-2-[(Z)-{hydroxy[(2R)-1-(D-tyrosyl)-2-pyrrolidinyl]methylene}amino]-3-methylbutylidene}-D-alpha-glutamyl-D-proline		C29 H41 N5 O9	4.482	603.28928
c2776			C32 H54 N6 O12	5.361	714.37844
c3563			C18 H34 N P3	5.353	357.18909
c4871			C40 H64 N O8 P S2	5.815	781.38187
c2119			C58 H93 N3 O14 P2	9.195	1117.61363
c3332			C69 H97 N4 O14 P	7.203	1236.67386
c4279			C31 H65 N2 O16 P S	4.81	784.37756
c367			C89 H116 N7 O7 P3	9.204	1487.81374
c2571				6.327	1030.54673
c1769			C18 H33 N3 O9	3.099	435.22175
c4112				8.015	2190.13958
c1688			C34 H62 N7 O5 P3	3.571	741.40119
c4534				5.866	878.41312
c788	Carbazoquinocin F		C22 H27 N O2	6.558	337.20516
c2136			C45 H66 N7 O5 P3	7.314	877.43338
c322			C15 H27 N8 O3 P	7.122	398.19473
c4430			C71 H115 N5 O18 P2	8.008	1387.77173
c975				4.844	864.47007
c1864				4.278	678.35739
c1203			C20 H36 N4 O7 S	3.374	476.22929
c957			C15 H35 N4 O7 P	6.998	414.22593
c1542			C25 H58 N10 O12 P2	5.87	752.3697
c1273			C17 H31 N5 O5	0.791	385.23114
c3785	"2,3,4,9-Tetrahydro-1H-ß-carboline-3-carboxylic acid"		C12 H12 N2 O2	3.759	216.08952
c628	NP-000510		C21 H25 N O3	4.282	339.17862
c2169			C10 H21 N6 O2 P	5.962	288.14728
c3990			C18 H19 N3 O3	13.562	325.14179
c495			C66 H103 N4 O11 P3	8.646	1220.68284
c1193	Carnosifloside VI		C48 H80 O18	7.393	944.53768
c2510				8.479	492.76415
c2221				4.656	313.66091
c3690			C34 H58 N2 O11	8.068	670.40579
c2389			C16 H28 N10 O3	5.396	408.23637
c2164	"4-Amino-1-{(2xi)-5-O-[hydroxy({hydroxy[(2R)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]-3-(stearoyloxy)propoxy]phosphoryl}oxy)phosphoryl]-beta-D-threo-pentofuranosyl}-2(1H)-pyrimidinone"		C50 H85 N3 O15 P2	6.686	1029.54625
c3026	Malpinin D		C42 H58 N10 O8	4.342	830.44168
c4683			C85 H103 N9 O14 P2	7.908	1535.71053
c4759			C10 H23 N6 O2 P	7.045	290.16234
c4770			C74 H136 N5 O18 P3 S3	9.111	1571.82546
c800			C31 H62 N9 O5 P3	8.564	733.40533
c3985			C34 H61 N8 O13 P	6.84	820.4111
c2005			C27 H54 N4 O8 P2 S	5.496	656.3131
c390				6.56	2084.99595
c896			C78 H110 Cl N5 O10 S3	15.118	1407.71094
c113	D-(+)-Tryptophan		C11 H12 N2 O2	2.82	204.08947
c2598			C38 H57 N3 O5 P2	6.536	697.37746
c3846			C23 H56 N8 O6 P2 S	3.084	634.34917
c3102				4.099	347.66287
c4027				4.875	433.71678
c2457				7.157	1530.79087
c1837			C16 H42 N6 O P2 S	3.345	428.26245
c415	NP-001346		C11 H15 N5 O3 S	2.846	297.08891
c677				5.142	658.38852
c451			C33 H65 N6 O11 P	5.733	752.44261
c2006			C57 H88 N4 O18 P2	7.518	1178.55625
c2900			C19 H36 N4 O5	4.998	400.26759
c1882			C14 H37 N8 O4 P	4.547	412.26787
c1353			C11 H26 N7 P S	7.485	319.1715
c1648	"N-(2-Methoxyethyl)-3-{5-[(2S)-1-methyl-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-2-pyridinamine"		C15 H21 N5 O2	2.638	606.3385
c734	Selodenoson		C17 H24 N6 O4	5.873	376.18474
c1664			C35 H65 N8 O10 P	4.645	788.45401
c2014	Leucocin B-TA33a		C56 H77 N15 O12	3.979	1151.59079
c3578			C64 H103 N9 O15 P2	6.978	1299.70574
c673			C29 H38 N8 O10	4.288	658.26955
c2536			C28 H52 N5 O7 P	5.862	601.3579
c2531			C15 H39 N8 O4 P	6.841	426.2839
c4262	2-methylamino-3H-phenoxazin-3-one		C13 H10 N2 O2	4.831	226.07386
c2432			C35 H74 N8 O15 P2	6.592	908.47471
c663			C18 H33 N3 O4	6.751	355.24676
c2017			C28 H52 N5 O7 P	6.702	601.3581
c103			C20 H44 N8 O8	0.793	524.33053
c565			C19 H36 N10 O3	6.612	452.29949
c3535				8.122	972.49722
c1736				5.721	459.25626
c977			C29 H41 N5 O8	5.828	587.29503
c3078	IPH		C17 H27 N5 O4	3.101	730.41103
c3911			C61 H96 N4 O5	18.539	964.73819
c4763	B-5354a		C19 H29 N O3	14.196	319.21376
c1988			C50 H100 N7 O17 P S2	5.984	1165.63375
c1715			C25 H53 N3 O11 S	7.113	603.33762
c3351	4-Hydroxyprolylproline		C10 H16 N2 O4	2.668	228.1107
c2912				3.88	730.38965
c4255			C18 H46 N9 O7 P	6.33	531.32585
c477			C23 H36 N6 O4	7.076	460.279
c1755			C19 H34 N4 O5	3.161	398.25199
c1133			C38 H66 N8 O17	4.264	906.45368
c781			C14 H30 N7 O3 P	8.249	375.21518
c316			C25 H45 N4 O9 P	4.558	576.28984
c787	Aeruginosin TR642		C32 H46 N6 O8	3.223	642.33601
c3504			C27 H62 N7 O4 P3	4.663	641.41063
c2827			C16 H32 N2 O3	9.618	300.24091
c4200				5.886	757.43049
c1262			C23 H27 N9 O4 S2	3.85	557.16071
c1995			C51 H72 N10 O6 P2	7.72	982.51299
